1,2,3,4,5,6,7,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
106.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0
120.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
130.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
0.0,4.0,14.0,0.0,0.0,0.0,8.0,0.0
22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
199.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0
259.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0
319.0,0.0,9.0,0.0,0.0,0.0,87.0,0.0
403.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
487.0,0.0,0.0,0.0,23.0,0.0,14.0,0.0
556.0,0.0,8.0,0.0,43.0,0.0,39.0,0.0
628.0,0.0,28.0,0.0,69.0,0.0,70.0,0.0
746.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0
872.0,0.0,6.0,13.0,160.0,0.0,0.0,6.0
998.0,0.0,0.0,27.0,248.0,0.0,0.0,20.0
1092.0,0.0,0.0,37.0,326.0,0.0,0.0,30.0
11.0,0.0,6.0,60.0,8.0,0.0,0.0,54.0
32.0,8.0,46.0,0.0,24.0,0.0,2.0,0.0
60.0,22.0,0.0,11.0,60.0,0.0,0.0,0.0
0.0,36.0,0.0,25.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,39.0,0.0,0.0,1.0,10.0
0.0,8.0,0.0,0.0,9.0,9.0,16.0,0.0
8.0,34.0,0.0,0.0,50.0,23.0,0.0,0.0
0.0,62.0,0.0,0.0,0.0,37.0,9.0,0.0
4.0,0.0,11.0,0.0,23.0,0.0,30.0,7.0
0.0,0.0,25.0,0.0,0.0,5.0,58.0,21.0
2.0,0.0,0.0,11.0,8.0,19.0,0.0,35.0
34.0,0.0,3.0,0.0,22.0,33.0,5.0,0.0
0.0,0.0,22.0,0.0,0.0,53.0,33.0,0.0
6.0,0.0,0.0,4.0,9.0,81.0,0.0,0.0
70.0,0.0,0.0,18.0,34.0,0.0,10.0,0.0
8.0,0.0,0.0,32.0,0.0,0.0,28.0,0.0
18.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0
35.0,0.0,3.0,0.0,45.0,0.0,0.0,0.0
0.0,0.0,21.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,7.0,8.0,0.0,20.0,0.0
63.0,0.0,0.0,21.0,34.0,0.0,0.0,0.0
0.0,0.0,9.0,35.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,49.0,22.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0
30.0,0.0,17.0,0.0,168.0,0.0,14.0,0.0
0.0,0.0,58.0,0.0,5.0,0.0,59.0,0.0
4.0,0.0,0.0,14.0,27.0,18.0,0.0,0.0
0.0,0.0,0.0,28.0,0.0,46.0,0.0,0.0
14.0,0.0,8.0,42.0,0.0,0.0,9.0,0.0
67.0,9.0,0.0,56.0,0.0,0.0,0.0,0.0
117.0,19.0,0.0,66.0,1.0,10.0,0.0,0.0
200.0,0.0,1.0,80.0,19.0,0.0,10.0,0.0
308.0,0.0,18.0,0.0,47.0,0.0,75.0,0.0
39.0,2.0,54.0,0.0,0.0,0.0,197.0,0.0
64.0,16.0,0.0,0.0,10.0,0.0,19.0,0.0
106.0,0.0,12.0,0.0,35.0,0.0,71.0,0.0
162.0,7.0,0.0,0.0,77.0,0.0,0.0,0.0
4.0,21.0,0.0,0.0,0.0,7.0,19.0,0.0
29.0,0.0,5.0,0.0,0.0,0.0,56.0,0.0
57.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
86.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
0.0,0.0,16.0,0.0,0.0,0.0,0.0,7.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
13.0,0.0,7.0,0.0,12.0,0.0,6.0,0.0
0.0,0.0,21.0,0.0,0.0,0.0,47.0,1.0
8.0,0.0,0.0,6.0,3.0,0.0,0.0,15.0
51.0,0.0,12.0,0.0,28.0,0.0,0.0,0.0
0.0,0.0,54.0,0.0,0.0,0.0,17.0,0.0
7.0,12.0,4.0,0.0,22.0,0.0,0.0,0.0
0.0,41.0,31.0,0.0,0.0,0.0,0.0,9.0
0.0,0.0,87.0,0.0,21.0,0.0,4.0,29.0
2.0,0.0,0.0,13.0,63.0,0.0,0.0,57.0
0.0,3.0,10.0,27.0,0.0,0.0,5.0,85.0
5.0,17.0,47.0,0.0,26.0,0.0,45.0,0.0
19.0,31.0,0.0,7.0,119.0,0.0,0.0,0.0
0.0,45.0,12.0,21.0,0.0,0.0,4.0,0.0
6.0,0.0,40.0,35.0,10.0,0.0,24.0,0.0
33.0,0.0,0.0,49.0,43.0,0.0,0.0,0.0
0.0,0.0,0.0,63.0,0.0,0.0,9.0,0.0
0.0,0.0,0.0,0.0,16.0,0.0,37.0,0.0
3.0,0.0,0.0,0.0,69.0,12.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0
22.0,0.0,1.0,0.0,3.0,0.0,38.0,0.0
94.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
158.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0
11.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0
39.0,13.0,0.0,0.0,0.0,0.0,0.0,24.0
87.0,27.0,0.0,0.0,5.0,12.0,23.0,0.0
168.0,0.0,0.0,0.0,39.0,0.0,131.0,0.0
266.0,0.0,0.0,0.0,105.0,8.0,13.0,0.0
26.0,0.0,0.0,0.0,0.0,22.0,34.0,21.0
51.0,0.0,13.0,24.0,18.0,0.0,69.0,49.0
121.0,0.0,53.0,0.0,65.0,0.0,149.0,0.0
0.0,0.0,125.0,0.0,0.0,0.0,261.0,0.0
2.0,0.0,0.0,0.0,9.0,0.0,26.0,3.0
26.0,0.0,0.0,0.0,23.0,0.0,0.0,13.0
0.0,0.0,0.0,0.0,0.0,0.0,15.0,28.0
4.0,0.0,29.0,0.0,6.0,0.0,57.0,0.0
18.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0
18.0,0.0,1.0,0.0,22.0,0.0,16.0,23.0
77.0,0.0,33.0,0.0,98.0,0.0,66.0,0.0
0.0,0.0,75.0,0.0,2.0,0.0,151.0,0.0
5.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0
0.0,8.0,10.0,16.0,0.0,0.0,14.0,0.0
4.0,22.0,0.0,30.0,16.0,0.0,0.0,26.0
40.0,0.0,1.0,44.0,83.0,0.0,6.0,54.0
0.0,0.0,31.0,62.0,0.0,0.0,20.0,82.0
20.0,0.0,73.0,0.0,7.0,0.0,34.0,0.0
60.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0
0.0,0.0,0.0,9.0,0.0,24.0,0.0,0.0
11.0,0.0,0.0,23.0,25.0,0.0,8.0,5.0
0.0,0.0,14.0,37.0,0.0,0.0,41.0,19.0
5.0,0.0,0.0,51.0,0.0,0.0,0.0,33.0
19.0,0.0,8.0,0.0,14.0,3.0,5.0,0.0
0.0,0.0,50.0,0.0,0.0,17.0,27.0,0.0
11.0,0.0,0.0,0.0,12.0,31.0,0.0,7.0
39.0,0.0,11.0,0.0,70.0,0.0,2.0,23.0
0.0,3.0,43.0,13.0,0.0,0.0,24.0,51.0
0.0,17.0,85.0,0.0,0.0,0.0,83.0,0.0
30.0,31.0,0.0,0.0,6.0,7.0,0.0,0.0
94.0,0.0,4.0,0.0,28.0,0.0,4.0,0.0
164.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,12.0,0.0,8.0,0.0
0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0
0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0
0.0,13.0,9.0,23.0,0.0,0.0,14.0,0.0
0.0,27.0,0.0,37.0,7.0,8.0,0.0,0.0
0.0,0.0,1.0,51.0,21.0,0.0,5.0,0.0
10.0,0.0,15.0,0.0,46.0,0.0,21.0,0.0
0.0,9.0,45.0,0.0,0.0,0.0,49.0,0.0
4.0,37.0,0.0,5.0,20.0,0.0,0.0,0.0
18.0,0.0,0.0,19.0,60.0,0.0,0.0,0.0
0.0,0.0,10.0,33.0,0.0,0.0,1.0,0.0
0.0,7.0,0.0,47.0,9.0,7.0,0.0,0.0
0.0,17.0,0.0,57.0,43.0,17.0,0.0,0.0
0.0,27.0,0.0,67.0,83.0,27.0,0.0,0.0
0.0,41.0,0.0,81.0,0.0,41.0,0.0,0.0
4.0,0.0,0.0,95.0,12.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,49.0,0.0,14.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0
2.0,1.0,0.0,0.0,13.0,0.0,0.0,21.0
0.0,15.0,3.0,0.0,0.0,1.0,9.0,35.0
0.0,29.0,31.0,0.0,13.0,15.0,23.0,0.0
0.0,43.0,0.0,0.0,27.0,29.0,0.0,0.0
17.0,0.0,0.0,0.0,58.0,0.0,18.0,3.0
0.0,0.0,6.0,0.0,0.0,0.0,46.0,17.0
8.0,7.0,0.0,0.0,1.0,0.0,0.0,31.0
24.0,21.0,4.0,0.0,15.0,0.0,0.0,0.0
0.0,35.0,18.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,32.0,0.0,0.0,0.0,11.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0,0.0,8.0,0.0
7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,19.0,0.0,0.0,6.0,0.0
0.0,0.0,0.0,33.0,12.0,0.0,0.0,0.0
14.0,0.0,5.0,0.0,32.0,2.0,0.0,0.0
0.0,2.0,19.0,0.0,0.0,16.0,0.0,0.0
0.0,16.0,0.0,0.0,0.0,30.0,0.0,0.0
2.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0
0.0,0.0,19.0,0.0,0.0,0.0,5.0,7.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
51.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
71.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
125.0,5.0,0.0,0.0,40.0,0.0,0.0,0.0
0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,33.0,1.0,0.0,2.0,0.0,14.0,0.0
24.0,0.0,16.0,0.0,16.0,0.0,44.0,9.0
52.0,0.0,0.0,0.0,30.0,0.0,0.0,23.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
10.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,15.0,0.0,11.0,0.0,0.0,0.0
0.0,0.0,25.0,0.0,21.0,0.0,0.0,0.0
0.0,0.0,39.0,0.0,0.0,0.0,10.0,0.0
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,12.0
0.0,0.0,0.0,6.0,0.0,0.0,0.0,26.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0
0.0,19.0,0.0,0.0,0.0,0.0,8.0,0.0
3.0,0.0,0.0,0.0,5.0,0.0,22.0,10.0
17.0,0.0,0.0,0.0,28.0,0.0,0.0,24.0
0.0,0.0,5.0,0.0,0.0,0.0,0.0,38.0
0.0,0.0,29.0,0.0,0.0,5.0,0.0,0.0
0.0,0.0,0.0,0.0,5.0,19.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0
0.0,0.0,6.0,0.0,0.0,0.0,0.0,21.0
0.0,0.0,20.0,0.0,3.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,17.0,13.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0
0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,12.0,0.0,0.0,0.0,8.0,0.0
0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,0.0,0.0,0.0,0.0,10.0,0.0,13.0
85.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
103.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
219.0,0.0,0.0,0.0,7.0,0.0,19.0,0.0
241.0,0.0,0.0,0.0,17.0,0.0,29.0,0.0
283.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0
325.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
367.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0
409.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0
439.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0
469.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0
499.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
